担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,類似度,参考情報, ,NGワード数,NGワード一覧,再履修
吉松,32023593,大変なことでもやると決めたら楽しむ楽しむと決める,若い時から自分で考えて行動すると将来につながる,いい人に巡り合うのは運もあるが人との出会いが人生を左右する,波がきたら乗ると言っていてがただ軽い気持ちで乗るのではなく誠心誠意でぶつかることが大事,最近は色々な事柄がネットで調べられるが好奇心を持って自ら足を運んで経験してほしい, , , ,Pattern53,こと時自分行動将来人運人出会い人生左右気持ち誠心誠意こと最近事柄ネット好奇自ら足経験,0.63,"対象:22021466 時期:今学期全てのキーワード:やると決めたら楽しみながらやりきる,若いうちから自分で考え行動することの大切さ,来た波には乗ってみる,第三者的な目線も忘れずに相手のことを考え不安を解消できるように言葉を伝える,実績・信頼・自信の繰り返しを重ねることでキャリアを積み重ねてきた", ,1,楽しむ, 
吉松,34019108,やるって決めたら楽しむ。,周りに流されずマイペースで。,来た波に乗る。,心の中では迷ってもせっかく声をかけていただいたならやってみる。,努力しないと得られるものはない。, , , ,,,, , ,1,楽しむ, 
吉松,34019220,やると決めたら楽しむ,競う,違う視点から,スタート,信頼関係, , , ,,,, , ,1,楽しむ, 
吉松,34020008,やると決めたら楽しむ,仕事は真剣勝負であり負け試合でも粘る精神が大切,弁護士とは依頼者に同化することではなく問題を第三者として見ることである,来た波には乗る,弁護士の魅力は人の役に立っている事が実感できること, , , ,Pattern94,仕事真剣勝負負け試合精神弁護依頼同化こと問題三こと波弁護魅力人役事実感こと,0.61,"対象:22022223 時期:今学期全てのキーワード:資格は持っておいた方がいい,弁護士の仕事は第三者的に善力を尽くすこと,依頼者と同じ目線ではなく将来を俯瞰して考える,自分が努力しない限り得られるものはない,一つ一つの仕事は真剣勝負", ,1,楽しむ, 
吉松,34020034,やると決めたら楽しむ,マイペースに勉強した,知識がなくて鈍感なのが良かったのかも,実績を積んで信用を得る,なんでもやってみる, , , ,Pattern181,マイペース勉強知識鈍感実績信用,0.62,"対象:32021070 時期:今学期全てのキーワード:やると決めたら楽しむ,今は昔とスピード感が違う,傾聴,来た波には乗る,実績信頼自信", ,1,楽しむ, 
吉松,34020088,やると決めたら楽しむ,第三者として将来を見据えて俯瞰して物事を考える,波が来たら乗って波を作ってくれた人に実績で返す,努力をしないとお金は降ってこない,実績を残すと信頼ができて信頼が自信につながり自信が実績につながるというサイクルがある, , , ,Pattern21,三将来俯瞰物事波人実績努力金実績信頼信頼自信自信実績サイクル,0.61,"対象:22022167 時期:今学期全てのキーワード:信頼を得ると自信に繋がる。自信は実績に繋がる。実績は信頼に繋がる。ー,恩は誠心誠意返す。,やると決めたら楽しんでやる。,結果を考えて迷うのではなく、とりあえず波に乗ってみる。,法律の勉強は無駄にならない。", ,1,楽しむ, 
吉松,34020149,やると決めたら楽しむ,自分の能力に満足しない,どんなものでもきた波には乗る,新しいことにチャレンジする,人との信頼関係を作ること, , , ,Pattern104,自分能力満足もの波ことチャレンジ信頼関係こと,0.61,"対象:22023763 時期:今学期全てのキーワード:やると決めたら楽しむ,来た波に乗る,自分が努力しない限り得られるものはない,物事を第三者的な視点で捉える,好奇心を持って様々なことを体験してそれを経験にする", ,1,楽しむ, 
吉松,34020229,大変な時が来ても逃げずにやると決めたら楽しむ姿勢。,仕事をする時に一定的な視線を持たずに俯瞰的な視線を持つこと。,自分で考えて自分で直接行動する努力。,機会が来たら確実に捕まえて自分の物にする。,自分の実績が職場の人々の自分に対する信頼に繋がること。, , , ,Pattern1,時姿勢仕事時一定視線俯瞰視線こと自分自分行動努力機会自分物自分実績職場人々自分信頼こと,0.62,"対象:22020951 時期:今学期全てのキーワード:依頼者と同じ視点に立つのではなく俯瞰的に物事をみることが大切。,一回試験を受けて落ちることで自分の実力や試験の厳しさなどといった現実を知ることができる。,嫌と感じてしまった時点でやるか辞めるかの二択になるのでやると決めたら楽しむ。,自分には説得力がないと思って自身がないことはすぐに相手に伝わってしまう。,何かに誘われたとき自分のことを信用してくれているわけだから基本断らず真摯に前向きに取り組む。", ,1,楽しむ, 
吉松,34020234,やると決めたら楽しむ,全体を俯瞰して将来を見据えて考える,自分で考えて自分で行動する,一つ一つの仕事は全て真剣勝負,好奇心を持っていろんな現場に自ら体験してそれを経験する, , , ,Pattern28,全体俯瞰将来自分自分行動一一仕事全て真剣勝負好奇現場自ら体験経験,0.64,"対象:22020633 時期:今学期全てのキーワード:やろうと決めたら楽しむ,自分で考えて自分で行動する,好奇心をもって現場に行っていろんなことを経験してほしい,依頼者と同じ立場ではなくてちょっと離れて違う面から依頼者の将来を見据えて考えるのが大事だ,人の役に立てると実感できる仕事を探す", ,1,楽しむ, 
吉松,34020279,やると決めたら楽しむ,第三者的な視点で弁護,若手からチャンスをつかんでいく,現状に満足しない,来た波に乗る, , , ,Pattern86,三視点弁護若手チャンス現状満足波,0.62,"対象:24023741 時期:今学期全てのキーワード:やると決めたら楽しむ,嫌だと思ったらできない,弁護士の仕事は第三者的な視点を持って行うもの,現状に全く満足しない,来た波に乗る", ,1,楽しむ, 
